sku,additional_attributes
T26L-8WG,"peso=1 lb 3 oz / 0.5 kg,tela=600 Denier Polyester/ Faux Leather,capacidad=1800 cu in / 30 L,dimensiones=18.5'' X 12'' X 7'' / 47 X 31 X 18 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior / Compartimiento interno acolchado para una laptop de 15'' / Bolsillo frontal con organizador y tablet sleeve / Compartimiento principal grande / Correas de hombros Ergomicas en forma de S- curve para mayor comodidad / Bolsillo frontal para cargador / Panel trasero acolchado / Bolsillo de maya para botella de agua.,bullet_ingles=Premiun faux leather bottom and trim details -Internal sleeve fits 15"" laptop -One large main compartment -Straight-cu, padded shoulder straps -Tree front zippered pockets -2/3 padded back panel -Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC,style=T26L"
T26L-9RX,"peso=1 lb 3 oz / 0.5 kg,tela=600 Denier Polyester/ Faux Leather,capacidad=1800 cu in / 30 L,dimensiones=18.5'' X 12'' X 7'' / 47 X 31 X 18 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior / Compartimiento interno acolchado para una laptop de 15'' / Bolsillo frontal con organizador y tablet sleeve / Compartimiento principal grande / Correas de hombros Ergomicas en forma de S- curve para mayor comodidad / Bolsillo frontal para cargador / Panel trasero acolchado / Bolsillo de maya para botella de agua.,bullet_ingles=Premiun faux leather bottom and trim details -Internal sleeve fits 15"" laptop -One large main compartment -Straight-cu, padded shoulder straps -Tree front zippered pockets -2/3 padded back panel -Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC,style=T26L"
T26L-9RS,"peso=1 lb 3 oz / 0.5 kg,tela=600 Denier Polyester/ Faux Leather,capacidad=1800 cu in / 30 L,dimensiones=18.5'' X 12'' X 7'' / 47 X 31 X 18 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior / Compartimiento interno acolchado para una laptop de 15'' / Bolsillo frontal con organizador y tablet sleeve / Compartimiento principal grande / Correas de hombros Ergomicas en forma de S- curve para mayor comodidad / Bolsillo frontal para cargador / Panel trasero acolchado / Bolsillo de maya para botella de agua.,bullet_ingles=Premiun faux leather bottom and trim details -Internal sleeve fits 15"" laptop -One large main compartment -Straight-cu, padded shoulder straps -Tree front zippered pockets -2/3 padded back panel -Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=LARGE,type=CLASSIC,style=T26L"
T71A-9ZG,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
JS00T71A-008,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
JS00T71A-0JR,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
T71A-9SA,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
T71A-ZU3,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
JS00T71A-6XD,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
JS00T71A-0KL,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
JS00T71A-0KP,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
JS00T71A-0N9,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
JS00T71A-0E2,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
JS00T71A-0VZ,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
JS00T71A-9ZH,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
JS00T71A-9FL,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
JS00T71A-0WT,"peso=1 lb 3 oz / 0.6 kg,tela=600 Denier Polyester / Faux Leather,capacidad=1600 cu in / 26 L,dimensiones=17.7"" x 12.8"" x 5.5"" / 45 x 33 x 14 cm,laptop_size=12.5"" x 11"" x 1"" / 32 x 28 x 3 cm,bullet=Imitacion de cuero Premium en la parte inferior y en otros detalles / Compartimiento interno para laptop de 15"" / Compartimiento principal grande / Tirantes acolchados / Tres bolsillos frontales con zipper / 2/3 Panel trasero acolchado/ Asa de transporte,bullet_ingles=Premiun faux leather bottom and trim details / Internal sleeve fits 15"" laptop / One large main compartment -Straight-cut / Padded shoulder straps / Three front zippered pockets / 2/3 padded back panel / Web haul handle,shop_by=EVERYDAY|WORK,device=LAPTOP,device_size=15'' Laptop,size=MEDIUM,type=CLASSIC,style=JS00T71A"
T49A-9RX,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=0,size=,type=,style=T49A"
T49A-9RW,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=0,size=,type=,style=T49A"
T49A-1U1,"peso=,tela=0,capacidad=0,dimensiones=0,laptop_size=0,bullet=0,bullet_ingles=0,shop_by=,device=,device_size=0,size=,type=,style=T49A"
JS0A2T3B-0JB,"peso=1 lb 13 oz / 0.54 kg,tela=210 Denier Nailhead / 600 Denier Polyester / Printed Spacer Mesh,capacidad=1900 cu in / 31 L,dimensiones=19"" x 11.4"" x 6.5"" / 48 x 29 x 16.5 cm,laptop_size=17.4"" x 11.4"" x 1"" / 44.2 x 29 x 2.5 cm,bullet=Dedicated, Compartimiento interno acolchado para una laptop de 15'' / Compartimiento dedicado para tablet de 10"" / Correas de hombros Ergomicas en forma de S- curve para mayor comodidad / Bolsillo superior acolchado con espacio para audifonos / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ Doble Bolsillo de maya para botella de agua. / Front stash pocket / Compartimiento principal grande / Bolsillo frontal con organizador / Bolsillo frontal para cargador / Asa de transporte .,bullet_ingles=Dedicated, fully padded laptop compartment fits 15"" laptop / Internal tablet sleeve fits 10"" tablet / Padded S- curve shouder straps / Top loading padded pocket fits large headphones / Fully padded back panel / Dual water bottle pockets / Front cord loops / Front stash pocket / One large main compartment / Fully sized organizer pocket with key clip / Zippered external pocket for cord storage / Web haul handle .,shop_by=DEPORTES|EVERYDAY|WORK,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=LARGE,type=DIGITAL,style=JS0A2T3B"
JS0A2T3B-0J8,"peso=1 lb 13 oz / 0.54 kg,tela=210 Denier Nailhead / 600 Denier Polyester / Printed Spacer Mesh,capacidad=1900 cu in / 31 L,dimensiones=19"" x 11.4"" x 6.5"" / 48 x 29 x 16.5 cm,laptop_size=17.4"" x 11.4"" x 1"" / 44.2 x 29 x 2.5 cm,bullet=Dedicated, Compartimiento interno acolchado para una laptop de 15'' / Compartimiento dedicado para tablet de 10"" / Correas de hombros Ergomicas en forma de S- curve para mayor comodidad / Bolsillo superior acolchado con espacio para audifonos / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ Doble Bolsillo de maya para botella de agua. / Front stash pocket / Compartimiento principal grande / Bolsillo frontal con organizador / Bolsillo frontal para cargador / Asa de transporte .,bullet_ingles=Dedicated, fully padded laptop compartment fits 15"" laptop / Internal tablet sleeve fits 10"" tablet / Padded S- curve shouder straps / Top loading padded pocket fits large headphones / Fully padded back panel / Dual water bottle pockets / Front cord loops / Front stash pocket / One large main compartment / Fully sized organizer pocket with key clip / Zippered external pocket for cord storage / Web haul handle .,shop_by=DEPORTES|EVERYDAY|WORK,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=LARGE,type=DIGITAL,style=JS0A2T3B"
JS0A2T3B-0P0,"peso=1 lb 13 oz / 0.54 kg,tela=210 Denier Nailhead / 600 Denier Polyester / Printed Spacer Mesh,capacidad=1900 cu in / 31 L,dimensiones=19"" x 11.4"" x 6.5"" / 48 x 29 x 16.5 cm,laptop_size=17.4"" x 11.4"" x 1"" / 44.2 x 29 x 2.5 cm,bullet=Dedicated, Compartimiento interno acolchado para una laptop de 15'' / Compartimiento dedicado para tablet de 10"" / Correas de hombros Ergomicas en forma de S- curve para mayor comodidad / Bolsillo superior acolchado con espacio para audifonos / Panel trasero totalmente acolchado para amortiguar y mayor comodidad./ Doble Bolsillo de maya para botella de agua. / Front stash pocket / Compartimiento principal grande / Bolsillo frontal con organizador / Bolsillo frontal para cargador / Asa de transporte .,bullet_ingles=Dedicated, fully padded laptop compartment fits 15"" laptop / Internal tablet sleeve fits 10"" tablet / Padded S- curve shouder straps / Top loading padded pocket fits large headphones / Fully padded back panel / Dual water bottle pockets / Front cord loops / Front stash pocket / One large main compartment / Fully sized organizer pocket with key clip / Zippered external pocket for cord storage / Web haul handle .,shop_by=DEPORTES|EVERYDAY|WORK,device=LAPTOP|TABLET,device_size=15'' Laptop & Tablet,size=LARGE,type=DIGITAL,style=JS0A2T3B"
T50A-9ZG,"peso=1 Lb 1 oz / 0.5 kg,tela=12 oz Cotton Canvas / Denim / Polyester Yarn Dye / Faux Leather,capacidad=1400 cu in / 23 L,dimensiones=17.7"" x 13.4"" x 5.5"" / 45 x 34 x 14 cm,laptop_size=12.5"" x 9.75"" x 1"" / 24.5 x 31.5 x 2.5 cm,bullet=Imitacion de cuero Premium en la parte inferior and trim details /Premium cotton canvas fabric / Compartimiento interno para una laptop de 13'' / Compartimiento principal grande / Bolsillo para cargador y cables / Straight - cut, Tirantes acolchados / Panel trasero totalmente acolchado para amortiguar y mayor comodidad. / Quick acces faux leather loft pocket / Bottom compression straps / Faux leather lashing square / Asa de transporte.,bullet_ingles=Premiun faux leather bottom and trim details /Premium cotton canvas fabric / internal sleeve fits 13"" Laptop / One large main compartment / Cord storage pocket / Straight - cut, padded shoulder straps / Fully paddded back panel / Quick acces faux leather loft pocket / Bottom compression straps / Faux leather lashing square / Web haul handle.,shop_by=,device=,device_size=0,size=MEDIUM,type=,style=T50A"
T50A-008,"peso=1 Lb 1 oz / 0.5 kg,tela=12 oz Cotton Canvas / Denim / Polyester Yarn Dye / Faux Leather,capacidad=1400 cu in / 23 L,dimensiones=17.7"" x 13.4"" x 5.5"" / 45 x 34 x 14 cm,laptop_size=12.5"" x 9.75"" x 1"" / 24.5 x 31.5 x 2.5 cm,bullet=Imitacion de cuero Premium en la parte inferior and trim details /Premium cotton canvas fabric / Compartimiento interno para una laptop de 13'' / Compartimiento principal grande / Bolsillo para cargador y cables / Straight - cut, Tirantes acolchados / Panel trasero totalmente acolchado para amortiguar y mayor comodidad. / Quick acces faux leather loft pocket / Bottom compression straps / Faux leather lashing square / Asa de transporte.,bullet_ingles=Premiun faux leather bottom and trim details /Premium cotton canvas fabric / internal sleeve fits 13"" Laptop / One large main compartment / Cord storage pocket / Straight - cut, padded shoulder straps / Fully paddded back panel / Quick acces faux leather loft pocket / Bottom compression straps / Faux leather lashing square / Web haul handle.,shop_by=,device=,device_size=0,size=MEDIUM,type=,style=T50A"
