sku,additional_attributes
JS00TDH6-0XJ,"peso=7 oz / 0.2 kg,tela=600 Denier Polyester,capacidad=625 cu in / 10.2 L,dimensiones=12.3'' x 10'' x 6.5'' / 31 x 25 x 16 cm,laptop_size=0,bullet=Correa ajustable para el hombro / Consta de 2 bolsillos, uno grande y uno pequeño.,bullet_ingles=One main compartment / Adjustable shoulder straps / Front utility pocket / Key clip / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=SMALL,type=CLASSIC,style=JS00TDH6"
JS00TDH6-0KL,"peso=7 oz / 0.2 kg,tela=600 Denier Polyester,capacidad=625 cu in / 10.2 L,dimensiones=12.3'' x 10'' x 6.5'' / 31 x 25 x 16 cm,laptop_size=0,bullet=Correa ajustable para el hombro / Consta de 2 bolsillos, uno grande y uno pequeño.,bullet_ingles=One main compartment / Adjustable shoulder straps / Front utility pocket / Key clip / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=SMALL,type=CLASSIC,style=JS00TDH6"
TDH6-09Y,"peso=7 oz / 0.2 kg,tela=600 Denier Polyester,capacidad=625 cu in / 10.2 L,dimensiones=12.3'' x 10'' x 6.5'' / 31 x 25 x 16 cm,laptop_size=0,bullet=Correa ajustable para el hombro / Consta de 2 bolsillos, uno grande y uno pequeño.,bullet_ingles=One main compartment / Adjustable shoulder straps / Front utility pocket / Key clip / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=SMALL,type=CLASSIC,style=JS00TDH6"
JS00TDH6-0UE,"peso=7 oz / 0.2 kg,tela=600 Denier Polyester,capacidad=625 cu in / 10.2 L,dimensiones=12.3'' x 10'' x 6.5'' / 31 x 25 x 16 cm,laptop_size=0,bullet=Correa ajustable para el hombro / Consta de 2 bolsillos, uno grande y uno pequeño.,bullet_ingles=One main compartment / Adjustable shoulder straps / Front utility pocket / Key clip / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=SMALL,type=CLASSIC,style=JS00TDH6"
JS00TDH6-0KN,"peso=7 oz / 0.2 kg,tela=600 Denier Polyester,capacidad=625 cu in / 10.2 L,dimensiones=12.3'' x 10'' x 6.5'' / 31 x 25 x 16 cm,laptop_size=0,bullet=Correa ajustable para el hombro / Consta de 2 bolsillos, uno grande y uno pequeño.,bullet_ingles=One main compartment / Adjustable shoulder straps / Front utility pocket / Key clip / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=SMALL,type=CLASSIC,style=JS00TDH6"
JS00TDH6-0D6,"peso=7 oz / 0.2 kg,tela=600 Denier Polyester,capacidad=625 cu in / 10.2 L,dimensiones=12.3'' x 10'' x 6.5'' / 31 x 25 x 16 cm,laptop_size=0,bullet=Correa ajustable para el hombro / Consta de 2 bolsillos, uno grande y uno pequeño.,bullet_ingles=One main compartment / Adjustable shoulder straps / Front utility pocket / Key clip / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=SMALL,type=CLASSIC,style=JS00TDH6"
JS00TDH6-01H,"peso=7 oz / 0.2 kg,tela=600 Denier Polyester,capacidad=625 cu in / 10.2 L,dimensiones=12.3'' x 10'' x 6.5'' / 31 x 25 x 16 cm,laptop_size=0,bullet=Correa ajustable para el hombro / Consta de 2 bolsillos, uno grande y uno pequeño.,bullet_ingles=One main compartment / Adjustable shoulder straps / Front utility pocket / Key clip / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=SMALL,type=CLASSIC,style=JS00TDH6"
JS00TDH6-05B,"peso=7 oz / 0.2 kg,tela=600 Denier Polyester,capacidad=625 cu in / 10.2 L,dimensiones=12.3'' x 10'' x 6.5'' / 31 x 25 x 16 cm,laptop_size=0,bullet=Correa ajustable para el hombro / Consta de 2 bolsillos, uno grande y uno pequeño.,bullet_ingles=One main compartment / Adjustable shoulder straps / Front utility pocket / Key clip / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=SMALL,type=CLASSIC,style=JS00TDH6"
TDH6-2C8,"peso=7 oz / 0.2 kg,tela=600 Denier Polyester,capacidad=625 cu in / 10.2 L,dimensiones=12.3'' x 10'' x 6.5'' / 31 x 25 x 16 cm,laptop_size=0,bullet=Correa ajustable para el hombro / Consta de 2 bolsillos, uno grande y uno pequeño.,bullet_ingles=One main compartment / Adjustable shoulder straps / Front utility pocket / Key clip / Web haul handle.,shop_by=EVERYDAY,device=,device_size=0,size=SMALL,type=CLASSIC,style=JS00TDH6"
JS00T52S-008,"peso=1 lb 6 oz / 0.6 kg,tela=600 Denier Polyester / Bonded Leather Trims,capacidad=1710 cu in / 28 L,dimensiones=18'' X 12'' X 8'' / 46 X 31 X 20 cm ,laptop_size=13"" x 11"" x 0.75"" / 33 x 28 x 2 cm,bullet=0,bullet_ingles=Versatile Sleeve designed to fit a 15"" laptop or a 3L hidration system / Tricot lined tablet pocket / Deluxe organizer panel / One main compartment / Internal zippered mesh pocket / Front zippered gear pocket / Side compression straps / Dual side water bottle pockets / Small side zippered stash pocket / Fully padded shoulder straps and panel / Carabiner key clip / Adjustable sternum strap / Web haul handle,shop_by=EVERYDAY|WORK|ONLINE EXCLUSIVE,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=OUTSIDE|OUTDOOR,style=JS00T52S"
JS00T52S-0BL,"peso=1 lb 6 oz / 0.6 kg,tela=600 Denier Polyester / Bonded Leather Trims,capacidad=1710 cu in / 28 L,dimensiones=18'' X 12'' X 8'' / 46 X 31 X 20 cm ,laptop_size=13"" x 11"" x 0.75"" / 33 x 28 x 2 cm,bullet=0,bullet_ingles=Versatile Sleeve designed to fit a 15"" laptop or a 3L hidration system / Tricot lined tablet pocket / Deluxe organizer panel / One main compartment / Internal zippered mesh pocket / Front zippered gear pocket / Side compression straps / Dual side water bottle pockets / Small side zippered stash pocket / Fully padded shoulder straps and panel / Carabiner key clip / Adjustable sternum strap / Web haul handle,shop_by=EVERYDAY|WORK|ONLINE EXCLUSIVE,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=OUTSIDE|OUTDOOR,style=JS00T52S"
T52S-9RV,"peso=1 lb 6 oz / 0.6 kg,tela=600 Denier Polyester / Bonded Leather Trims,capacidad=1710 cu in / 28 L,dimensiones=18'' X 12'' X 8'' / 46 X 31 X 20 cm ,laptop_size=13"" x 11"" x 0.75"" / 33 x 28 x 2 cm,bullet=0,bullet_ingles=Versatile Sleeve designed to fit a 15"" laptop or a 3L hidration system / Tricot lined tablet pocket / Deluxe organizer panel / One main compartment / Internal zippered mesh pocket / Front zippered gear pocket / Side compression straps / Dual side water bottle pockets / Small side zippered stash pocket / Fully padded shoulder straps and panel / Carabiner key clip / Adjustable sternum strap / Web haul handle,shop_by=EVERYDAY|WORK|ONLINE EXCLUSIVE,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=OUTSIDE|OUTDOOR,style=JS00T52S"
JS00T52S-0UY,"peso=1 lb 6 oz / 0.6 kg,tela=600 Denier Polyester / Bonded Leather Trims,capacidad=1710 cu in / 28 L,dimensiones=18'' X 12'' X 8'' / 46 X 31 X 20 cm ,laptop_size=13"" x 11"" x 0.75"" / 33 x 28 x 2 cm,bullet=0,bullet_ingles=Versatile Sleeve designed to fit a 15"" laptop or a 3L hidration system / Tricot lined tablet pocket / Deluxe organizer panel / One main compartment / Internal zippered mesh pocket / Front zippered gear pocket / Side compression straps / Dual side water bottle pockets / Small side zippered stash pocket / Fully padded shoulder straps and panel / Carabiner key clip / Adjustable sternum strap / Web haul handle,shop_by=EVERYDAY|WORK|ONLINE EXCLUSIVE,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=OUTSIDE|OUTDOOR,style=JS00T52S"
JS00T52S-6XJ,"peso=1 lb 6 oz / 0.6 kg,tela=600 Denier Polyester / Bonded Leather Trims,capacidad=1710 cu in / 28 L,dimensiones=18'' X 12'' X 8'' / 46 X 31 X 20 cm ,laptop_size=13"" x 11"" x 0.75"" / 33 x 28 x 2 cm,bullet=0,bullet_ingles=Versatile Sleeve designed to fit a 15"" laptop or a 3L hidration system / Tricot lined tablet pocket / Deluxe organizer panel / One main compartment / Internal zippered mesh pocket / Front zippered gear pocket / Side compression straps / Dual side water bottle pockets / Small side zippered stash pocket / Fully padded shoulder straps and panel / Carabiner key clip / Adjustable sternum strap / Web haul handle,shop_by=EVERYDAY|WORK|ONLINE EXCLUSIVE,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=OUTSIDE|OUTDOOR,style=JS00T52S"
T52S-04Z,"peso=1 lb 6 oz / 0.6 kg,tela=600 Denier Polyester / Bonded Leather Trims,capacidad=1710 cu in / 28 L,dimensiones=18'' X 12'' X 8'' / 46 X 31 X 20 cm ,laptop_size=13"" x 11"" x 0.75"" / 33 x 28 x 2 cm,bullet=0,bullet_ingles=Versatile Sleeve designed to fit a 15"" laptop or a 3L hidration system / Tricot lined tablet pocket / Deluxe organizer panel / One main compartment / Internal zippered mesh pocket / Front zippered gear pocket / Side compression straps / Dual side water bottle pockets / Small side zippered stash pocket / Fully padded shoulder straps and panel / Carabiner key clip / Adjustable sternum strap / Web haul handle,shop_by=EVERYDAY|WORK|ONLINE EXCLUSIVE,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=OUTSIDE|OUTDOOR,style=JS00T52S"
JS00T52S-0WW,"peso=1 lb 6 oz / 0.6 kg,tela=600 Denier Polyester / Bonded Leather Trims,capacidad=1710 cu in / 28 L,dimensiones=18'' X 12'' X 8'' / 46 X 31 X 20 cm ,laptop_size=13"" x 11"" x 0.75"" / 33 x 28 x 2 cm,bullet=0,bullet_ingles=Versatile Sleeve designed to fit a 15"" laptop or a 3L hidration system / Tricot lined tablet pocket / Deluxe organizer panel / One main compartment / Internal zippered mesh pocket / Front zippered gear pocket / Side compression straps / Dual side water bottle pockets / Small side zippered stash pocket / Fully padded shoulder straps and panel / Carabiner key clip / Adjustable sternum strap / Web haul handle,shop_by=EVERYDAY|WORK|ONLINE EXCLUSIVE,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=OUTSIDE|OUTDOOR,style=JS00T52S"
JS00T52S-0WF,"peso=1 lb 6 oz / 0.6 kg,tela=600 Denier Polyester / Bonded Leather Trims,capacidad=1710 cu in / 28 L,dimensiones=18'' X 12'' X 8'' / 46 X 31 X 20 cm ,laptop_size=13"" x 11"" x 0.75"" / 33 x 28 x 2 cm,bullet=0,bullet_ingles=Versatile Sleeve designed to fit a 15"" laptop or a 3L hidration system / Tricot lined tablet pocket / Deluxe organizer panel / One main compartment / Internal zippered mesh pocket / Front zippered gear pocket / Side compression straps / Dual side water bottle pockets / Small side zippered stash pocket / Fully padded shoulder straps and panel / Carabiner key clip / Adjustable sternum strap / Web haul handle,shop_by=EVERYDAY|WORK|ONLINE EXCLUSIVE,device=LAPTOP,device_size=15'' Laptop & Tablet,size=LARGE,type=OUTSIDE|OUTDOOR,style=JS00T52S"
JS00TRS7-0AW,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
TRS7-7PA,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0DN,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0EB,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00T64U-03W,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0DM,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0AR,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-212,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00T75J-0JB,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0J1,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00T75J-0J8,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00T75J-0NE,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0EN,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0KA,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0E6,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0GM,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-ZU5,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0BV,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0W3,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0W1,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0LV,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0FU,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0KB,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0J0,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00T75J-0N0,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00T64U-0NY,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=MEDIUM,type=CLASSIC,style=JS00TRS7"
JS00TRS7-0HY,"peso=1 lb 1 oz / 0.5 kg,tela=600 Denier Polyester / Polyester Plush,capacidad=1550 cu in / 25 L,dimensiones=16.7'' X 13"" X 85'' / 42 X 33 X 21 cm,laptop_size=0,bullet=0,bullet_ingles=Premium fabric forsuperior durability and unique texture / One large main compartment / Straight -cut, padded shoulder straps / Front utility pocket with organizer / Fully padded back panel / Novelty Zipper pulls on select colors / Web haul handle,shop_by=EVERYDAY|BEST SELLER,device=,device_size=0,size=,type=CLASSIC,style=JS00TRS7"
JS0A2SDF-0UQ,"peso=3 oz / 0.08 kg,tela=Printed Spun Polyester / Acrylic / Coated Twill Cotton Canvas / Twill / Synthetic Leather,capacidad=61 cu in / 1 L,dimensiones=7"" x 3.5"" x 1.2"" / 18 x 9 x 3.5 cm,laptop_size=0,bullet=0,bullet_ingles=Unique fabric applications / Sleek hiphugger design / Adjustable waist belt with buckle closure / Two zippered compartment,shop_by=,device=,device_size=0,size=,type=CLASSIC,style=JS0A2SDF"
JS0A2SDF-0WJ,"peso=3 oz / 0.08 kg,tela=Printed Spun Polyester / Acrylic / Coated Twill Cotton Canvas / Twill / Synthetic Leather,capacidad=61 cu in / 1 L,dimensiones=7"" x 3.5"" x 1.2"" / 18 x 9 x 3.5 cm,laptop_size=0,bullet=0,bullet_ingles=Unique fabric applications / Sleek hiphugger design / Adjustable waist belt with buckle closure / Two zippered compartment,shop_by=,device=,device_size=0,size=,type=CLASSIC,style=JS0A2SDF"
JS0A2SDF-0LM,"peso=3 oz / 0.08 kg,tela=Printed Spun Polyester / Acrylic / Coated Twill Cotton Canvas / Twill / Synthetic Leather,capacidad=61 cu in / 1 L,dimensiones=7"" x 3.5"" x 1.2"" / 18 x 9 x 3.5 cm,laptop_size=0,bullet=0,bullet_ingles=Unique fabric applications / Sleek hiphugger design / Adjustable waist belt with buckle closure / Two zippered compartment,shop_by=,device=,device_size=0,size=,type=CLASSIC,style=JS0A2SDF"
JS0A2SDF-0TR,"peso=3 oz / 0.08 kg,tela=Printed Spun Polyester / Acrylic / Coated Twill Cotton Canvas / Twill / Synthetic Leather,capacidad=61 cu in / 1 L,dimensiones=7"" x 3.5"" x 1.2"" / 18 x 9 x 3.5 cm,laptop_size=0,bullet=0,bullet_ingles=Unique fabric applications / Sleek hiphugger design / Adjustable waist belt with buckle closure / Two zippered compartment,shop_by=,device=,device_size=0,size=,type=CLASSIC,style=JS0A2SDF"
