sku,categories,errors
JS00T29A,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS0A2SDD,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00T52R,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T08T,Jansports/MOCHILAS,"Product Type is invalid or not supported"
TZP5,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00T50F,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00T69D,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T69F,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
JS00TN89,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
TZU9,Jansports/BOLSOS,"Product Type is invalid or not supported"
JS00T45G,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00TAN1,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
T06V,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T52M,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00TDH6,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T52S,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00TRS7,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS0A2SDF,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
T29G,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T13Y,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS0A2T3F,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS0A2SDJ,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T45D,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00T49C,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
JS00T49B,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
JS00T54R,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS0A2T39,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00T08W,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T68X,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
JS00T55B,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T38U,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T70F,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00TYP7,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00TZR6,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T49Z,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS0A2T3C,"Jansport/DIGITAL,Jansport/ACCESORIOS","Product Type is invalid or not supported"
JS00T34J,Jansports/MOCHILAS,"Product Type is invalid or not supported"
T35V,Jansports/MOCHILAS,"Product Type is invalid or not supported"
T26U,"Jansport/DIGITAL,Jansport/ACCESORIOS","Product Type is invalid or not supported"
T30S,"Jansport/DIGITAL,Jansport/ACCESORIOS","Product Type is invalid or not supported"
TZA2,Jansports/MOCHILAS,"Product Type is invalid or not supported"
T27B,"Jansport/DIGITAL,Jansport/ACCESORIOS","Product Type is invalid or not supported"
JS00T55A,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00TDH7,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T64Q,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T501,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T54S,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T26Q,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T08U,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
JS00THE9,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS0A2T3A,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
